key,question,kind,options,answers,confidence,status,source,excerpt,updated_at
c81d9a0ee95f1d84179567506592051fb3b54e527a5fc7e1fcbd22b1bb8ea9d2,Когда АСУ стали заменять на АС?,single_choice,"[""В середине 80-х годов ХХ века."", ""В конце 90-х годов ХХ века."", ""В середине 90-х годов ХХ века.""]","[""В середине 90-х годов ХХ века.""]",1.0,answered,moodle-review,Вопрос 34 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Когда АСУ стали заменять на АС? Вопрос 34 Ответ 1. В середине 90-х годов ХХ века. 2. В конце 90-х годов ХХ века. 3. В середине 80-х годов ХХ века. Отзыв Ваш ответ верный.,2026-05-30 06:23:56
199f3a6a1d253f3c5d97ce83a161bb4ee6fe9f6ef639352b7346c24d0eefdc96,За какие ресурсы отвечает внутреннее ИТ-подразделение при использовании SaaS?,single_choice,"[""Данные"", ""Приложения, данные, ОС, СУБД"", ""Приложения и данные""]","[""Данные""]",1.0,answered,moodle-review,"Вопрос 30 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса За какие ресурсы отвечает внутреннее ИТ-подразделение при использовании SaaS? Вопрос 30 Ответ 1. Данные 2. Приложения и данные 3. Приложения, данные, ОС, СУБД Отзыв Ваш ответ верный.",2026-05-30 06:23:55
606a78c961c644dc5153aa596b9f505f497f066e5456eccf66b619ba2fe60718,На каком уровне модели OSI предоставляется доступ к сетевым услугам?,single_choice,"[""Прикладной уровень."", ""Уровень представления."", ""Сеансовый уровень.""]","[""Прикладной уровень.""]",1.0,answered,moodle-review,Вопрос 27 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса На каком уровне модели OSI предоставляется доступ к сетевым услугам? Вопрос 27 Ответ 1. Уровень представления. 2. Прикладной уровень. 3. Сеансовый уровень. Отзыв Ваш ответ верный.,2026-05-30 06:23:54
e63c96cc7c1b7f09b6b95833c1bd71cb6fc5bd1c2f7cecf025a9460ba5f4d3bb,"На каких фазах метода ADM методологии TOGAF определяются архитектурные строительные блоки решения (Solution Building Blocks, SBB)?",single_choice,"[""Этап A - Архитектурное видение."", ""Этапы B-D - Архитектура бизнеса/информационных систем/технологическая.""]","[""Этапы B-D - Архитектура бизнеса/информационных систем/технологическая.""]",1.0,answered,moodle-review,"Вопрос 35 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса На каких фазах метода ADM методологии TOGAF определяются архитектурные строительные блоки решения (Solution Building Blocks, SBB)? Вопрос 35 Ответ 1. Этапы B-D - Архитектура бизнеса/информационных систем/технологическая. 2. Этап A - Архитектурное видение. Отзыв Ваш ответ верный.",2026-05-30 06:23:53
17062fb909c6576ba4ca55b448a4a5f63000173d92e6e150ca93bb2e29adc3ee,Как организовать DNS-хостинг на личном компьютере?,single_choice,"[""Регистация личного компьютера в компании по присвоению доменных имён в качестве регистратора доменов."", ""Создание сервера с Интернет-хостингом на личнолм компьютере с помощью стандартных модулей серверной операционной системы."", ""Подключение дополнительной услуги провайдера по Интернет-хостингу.""]","[""Создание сервера с Интернет-хостингом на личнолм компьютере с помощью стандартных модулей серверной операционной системы.""]",1.0,answered,moodle-review,Вопрос 24 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Как организовать DNS-хостинг на личном компьютере? Вопрос 24 Ответ 1. Создание сервера с Интернет-хостингом на личнолм компьютере с помощью стандартных модулей серверной операционной системы. 2. Подключение дополнительной услуги провайдера по Интернет-хостингу. 3. Регистация личного компьютера в компании по присвоению доменных имён в качестве регистратора доменов. Отзыв Ваш ответ верный.,2026-05-30 06:23:51
a445a0b486d4cc538c8949f94de887f2ec29ac9ad9a4ad48797ea20505df4a17,Требуется ли проверка корректности работы датчиков АСУТП при тестировании серверного оборудования КИС?,single_choice,"[""Желательно проверить."", ""Нет, не требуется."", ""Да, обязательно.""]","[""Желательно проверить.""]",0.12,needs_review,best-effort,"Исключены ранее неверные варианты: Нет, не требуется.",2026-05-30 06:23:48
ee5b7a9ca4b78adfb466712c7e00ecc9ae6d638396cdb231f5df810bdb0dfa56,Можно ли считать сервис в КИС повторно используемой программой?,single_choice,"[""Да, это и есть повторно используемая программа."", ""Можно при соблюдении ряда условий, связанных с установками в ОС."", ""Нет, нельзя. При новом запуске в нём изменятся данные.""]","[""Да, это и есть повторно используемая программа.""]",1.0,answered,moodle-review,"Вопрос 4 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Можно ли считать сервис в КИС повторно используемой программой? Вопрос 4 Ответ 1. Можно при соблюдении ряда условий, связанных с установками в ОС. 2. Да, это и есть повторно используемая программа. 3. Нет, нельзя. При новом запуске в нём изменятся данные. Отзыв Ваш ответ верный.",2026-05-30 06:23:41
1543ac8dc9883c37c7d07ac991f123d7f7dea6a62e53eb4af1641a4ec0645380,Снижает ли внедрение в КИС готового ИТ-решения нагрузку на внутренние IT-ресурсы?,single_choice,"[""Незначительно увеличивает, что практически незаметно."", ""Да, снижает."", ""Нет, значительно увеличивает.""]","[""Да, снижает.""]",1.0,answered,moodle-review,"Вопрос 1 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Снижает ли внедрение в КИС готового ИТ-решения нагрузку на внутренние IT-ресурсы? Вопрос 1 Ответ 1. Незначительно увеличивает, что практически незаметно. 2. Нет, значительно увеличивает. 3. Да, снижает. Отзыв Ваш ответ верный.",2026-05-30 06:23:38
eced7045593b46ae562e63e245bd572dcf854288e385372aaffb11839f52b1af,Что такое хост?,single_choice,"[""Сервер (в том числе виртуальный), на которм установлена сетевая операционная система."", ""Услуга провайдера (типа Infrastructure as a Service, IaaS), гарантирующая пользователю возможность присваивать доменные имена."", ""Компьютер, на котором установлен DNS-хостинг.""]","[""Компьютер, на котором установлен DNS-хостинг.""]",1.0,answered,moodle-review,"Вопрос 30 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Что такое хост? Вопрос 30 Ответ 1. Компьютер, на котором установлен DNS-хостинг. 2. Сервер (в том числе виртуальный), на которм установлена сетевая операционная система. 3. Услуга провайдера (типа Infrastructure as a Service, IaaS), гарантирующая пользователю возможность присваивать доменные имена. Отзыв Ваш ответ верный.",2026-05-30 06:23:37
254ef792d0627bb63be57400fd5550025aaa47c9b137740d207a1331466e3c5c,Насколько может вырасти стоимость сопровождения или доступа к ИТ-решению после окончания её действия рекламных акций?,single_choice,"[""От 30 до 120%."", ""В десятки раз."", ""В разы.""]","[""В десятки раз.""]",1.0,answered,moodle-review,Вопрос 16 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Насколько может вырасти стоимость сопровождения или доступа к ИТ-решению после окончания её действия рекламных акций? Вопрос 16 Ответ 1. От 30 до 120%. 2. В разы. 3. В десятки раз. Отзыв Ваш ответ верный.,2026-05-30 06:23:36
63da15b46790fc127f462c97447209277cbeaca3e1270599967bab71af853171,Какой способ восстановления сайта или хоста можно считать наиболее быстрым в случае «ручной» защиты информации на нём?,single_choice,"[""Восстановление из последней сохранённой временной точки (при наличии такой резервной копии)."", ""Восстановление с CD-диска."", ""Использование специальной услуги провайцдера по восстановлению данных.""]","[""Восстановление из последней сохранённой временной точки (при наличии такой резервной копии).""]",1.0,answered,moodle-review,Вопрос 21 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Какой способ восстановления сайта или хоста можно считать наиболее быстрым в случае «ручной» защиты информации на нём? Вопрос 21 Ответ 1. Восстановление из последней сохранённой временной точки (при наличии такой резервной копии). 2. Восстановление с CD-диска. 3. Использование специальной услуги провайцдера по восстановлению данных. Отзыв Ваш ответ верный.,2026-05-30 06:23:34
902ed5170d4248c4078e36fff930c526c17451c8f562617dd6722c9e02e0fbfd,На каком этапе метода ADM определяются архитектура данных и техническая архитектура?,single_choice,"[""На первом."", ""На втором."", ""Между первым и вторым.""]","[""На втором.""]",0.7,answered,wrong-answer-elimination,"Исключены ранее неверные варианты: Между первым и вторым., На первом.",2026-05-30 06:23:20
c2ccabbf22d0c859aefe07b5a01d1de8bb7f37f640bca80984237d72678ce1e1,"Допустимо ли при проведении открытых конкурентных процедур на оборудование КИС включать в состав участников субъекты, не выполнившие финансовое обеспечение контракта?",single_choice,"[""Да, допустимо."", ""Нет, не допустимо."", ""По усмотрению заказчика оборудования.""]","[""Нет, не допустимо.""]",1.0,answered,moodle-review,"Вопрос 22 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Допустимо ли при проведении открытых конкурентных процедур на оборудование КИС включать в состав участников субъекты, не выполнившие финансовое обеспечение контракта? Вопрос 22 Ответ 1. Да, допустимо. 2. Нет, не допустимо. 3. По усмотрению заказчика оборудования. Отзыв Ваш ответ верный.",2026-05-30 06:23:13
1b2b46c3fef30b7b07665228203c2f0acc9bf815ad684930b026a3ce24e1e795,Из каких элементов состоит DCOM?,single_choice,"[""Из клиента, создающего запросы, сервера с объектами и сетевого слоя для их коммуникации."", ""Из OLE-клиента, виртуального драйвера и сервера."", ""Из ODBC-клиента, модуля операционной системы и сервера.""]","[""Из клиента, создающего запросы, сервера с объектами и сетевого слоя для их коммуникации.""]",1.0,answered,moodle-review,"Вопрос 1 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Из каких элементов состоит DCOM? Вопрос 1 Ответ 1. Из клиента, создающего запросы, сервера с объектами и сетевого слоя для их коммуникации. 2. Из OLE-клиента, виртуального драйвера и сервера. 3. Из ODBC-клиента, модуля операционной системы и сервера. Отзыв Ваш ответ верный.",2026-05-30 06:23:12
0965a7825cc3b009e8d5485b83f22f2698020e44dc057ff21f07644acf7a0221,На чём основана DNS-балансировка на стороне клиента?,single_choice,"[""На выдаче клиенту нескольких IP-адресов серверов."", ""На пределении для одного доменного адреса сайта нескольких IP-адресов."", ""На регистации нескольких IP-адресов серверов у провайдера.""]","[""На выдаче клиенту нескольких IP-адресов серверов.""]",1.0,answered,moodle-review,Вопрос 28 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса На чём основана DNS-балансировка на стороне клиента? Вопрос 28 Ответ 1. На пределении для одного доменного адреса сайта нескольких IP-адресов. 2. На регистации нескольких IP-адресов серверов у провайдера. 3. На выдаче клиенту нескольких IP-адресов серверов. Отзыв Ваш ответ верный.,2026-05-30 06:23:10
b8f647fc2537743d010ab5f28f569addf00bb40d03029b4eb4cbfac63fb5db14,Выберите правильное определение модели ЖЦ систем согласно Р ИСО/МЭК 12207-2010.,single_choice,"[""Структура процессов и действий, связанных с жизненным циклом, организуемых в стадии, которые также служат в качестве общей ссылки для установления связей и взаимопонимания сторон"", ""Действия от замысла до вывода из эксплуатации систем"", ""Развитие системы, продукта, услуги, проекта или других изготовленных человеком объектов, начиная со стадии разработки концепции и заканчивая прекращением применения""]","[""Структура процессов и действий, связанных с жизненным циклом, организуемых в стадии, которые также служат в качестве общей ссылки для установления связей и взаимопонимания сторон""]",1.0,answered,moodle-review,"Вопрос 35 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Выберите правильное определение модели ЖЦ систем согласно Р ИСО/МЭК 12207-2010. Вопрос 35 Ответ 1. Развитие системы, продукта, услуги, проекта или других изготовленных человеком объектов, начиная со стадии разработки концепции и заканчивая прекращением применения 2. Действия от замысла до вывода из эксплуатации систем 3. Структура процессов и действий, связанных с жизненным циклом, организуемых в стадии, которые также служат в качестве общей ссылки для установления связей и взаимопонимания сторон Отзыв Ваш ответ верный.",2026-05-30 06:23:08
368e50e8686f658d0a9587e0f83329695e63f3976ffef9b3380c66faa70f5bfa,Укажите правильное определение термина «персональный профиль» по ГОСТ Р 54136-2010.,single_choice,"[""Конструкция (моделирования предприятия), представляющая набор личных навыков и обязанностей, которые требуются организационной единицей и/или деятельностью предприятия и обеспечиваются человеком."", ""Совокупность основных, типичных черт, характеризующих профессию, специальность, хозяйство."", ""Совокупность нескольких базовых стандартов с чётко определёнными и гармонизированными подмножествами обязательных и рекомендуемых возможностей, предназначенная для реализации заданной функции или группы функций в конкретной функциональной среде.""]","[""Конструкция (моделирования предприятия), представляющая набор личных навыков и обязанностей, которые требуются организационной единицей и/или деятельностью предприятия и обеспечиваются человеком.""]",1.0,answered,moodle-review,"Вопрос 12 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Укажите правильное определение термина «персональный профиль» по ГОСТ Р 54136-2010. Вопрос 12 Ответ 1. Совокупность нескольких базовых стандартов с чётко определёнными и гармонизированными подмножествами обязательных и рекомендуемых возможностей, предназначенная для реализации заданной функции или группы функций в конкретной функциональной среде. 2. Совокупность основных, типичных черт, характеризующих профессию, специальность, хозяйство. 3. Конструкция (моделирования предприятия), представляющая набор личных навыков и обязанностей, которые требуются организационной единицей и/или деятельностью предприятия и обеспечиваются человеком. Отзыв Ваш ответ верный.",2026-05-30 06:23:06
c15d5a2156f9b731f7eab2eeed4fa91fd4e55325c6727ac73bf0cefb70dd688b,Сколько уровней содержит стек TCP/IP (Transmission Control Protocol/Internet Protocol)?,single_choice,"[""5"", ""4"", ""7""]","[""4""]",1.0,answered,moodle-review,Вопрос 1 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Сколько уровней содержит стек TCP/IP (Transmission Control Protocol/Internet Protocol)? Вопрос 1 Ответ 1. 5 2. 4 3. 7 Отзыв Ваш ответ верный.,2026-05-30 06:23:04
e4964783bececa55ed7f9a131254b5ce6c210ef961da20a021e38c86114cab99,"Какое число операторов ЯП, которое следует писать программистам в течение 1 часа, рекомендуют использовать в расчётах отдельные учебники по КИС для оценки трудозатрат при исследовании предметной области разработки?",single_choice,"[""45 ед./чел.-час."", ""75- 85 ед./чел.-час."", ""5,625 ед./чел.-час.(45 ед./чел.-день)""]","[""75- 85 ед./чел.-час.""]",1.0,answered,moodle-review,"Вопрос 40 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Какое число операторов ЯП, которое следует писать программистам в течение 1 часа, рекомендуют использовать в расчётах отдельные учебники по КИС для оценки трудозатрат при исследовании предметной области разработки? Вопрос 40 Ответ 1. 75- 85 ед./чел.-час. 2. 45 ед./чел.-час. 3. 5,625 ед./чел.-час.(45 ед./чел.-день) Отзыв Ваш ответ верный.",2026-05-30 06:23:03
85d5d6fb9727e8f975a7bba085f8af036105d8a52a98c9a5cbd92d432ab40077,Является ли хранение запчастей СВТ гарантированной услугой внешнего провайдера?,single_choice,"[""Нет. Не является."", ""Да. Является."", ""Внешнему ИТ-провайдеру запрещено хранить не принадлежащие ему запчасти к СВТ.""]","[""Нет. Не является.""]",0.275,needs_review,best-effort,Исключены ранее неверные варианты: Да. Является.,2026-05-30 06:22:46
8d1c9929293a69b27a68bba8c9ce821715e6a615cf052a29d63acb675bd04ae0,Что принято включать в базовый состав рабочей станции?,single_choice,"[""Системный блок, монитор, клавиатура, мышь."", ""Системный блок, монитор, клавиатура, мышь, патч-корд, принтер."", ""Системный блок, монитор, клавиатура, мышь, МФУ.""]","[""Системный блок, монитор, клавиатура, мышь.""]",1.0,answered,moodle-review,"Вопрос 33 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Что принято включать в базовый состав рабочей станции? Вопрос 33 Ответ 1. Системный блок, монитор, клавиатура, мышь, МФУ. 2. Системный блок, монитор, клавиатура, мышь, патч-корд, принтер. 3. Системный блок, монитор, клавиатура, мышь. Отзыв Ваш ответ верный.",2026-05-30 06:22:30
b64cf45e6fc299f4d0546313a019ed6f2ef72978aa05bda9f21d67e8c650ab99,"Зависит ли с точки зрения пользователя реализация сервиса в КИС, как программы, от ЯП, СУБД или вычислительных ресурсов?",single_choice,"[""Иногда зависит."", ""Нет, не зависит."", ""Да, зависит.""]","[""Нет, не зависит.""]",1.0,answered,moodle-review,"Вопрос 38 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Зависит ли с точки зрения пользователя реализация сервиса в КИС, как программы, от ЯП, СУБД или вычислительных ресурсов? Вопрос 38 Ответ 1. Нет, не зависит. 2. Иногда зависит. 3. Да, зависит. Отзыв Ваш ответ верный.",2026-05-30 06:22:28
8ec65f43c1a95421d8bbaa15274241bc44d4f4772e26b9bf034dbe6eadd3c96d,Входит ли поддержка модераторов сайтов в состав услуг технической поддержки?,single_choice,"[""Да, обязательно входит."", ""Нет, не входит."", ""Может входить при заключениии доп. соглашения.""]","[""Да, обязательно входит.""]",1.0,answered,moodle-review,"Вопрос 31 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Входит ли поддержка модераторов сайтов в состав услуг технической поддержки? Вопрос 31 Ответ 1. Да, обязательно входит. 2. Нет, не входит. 3. Может входить при заключениии доп. соглашения. Отзыв Ваш ответ верный.",2026-05-30 06:22:27
